LSOA11CD,LSOA11NM,Mean_Price
E01032764,Tower Hamlets 004E,297902.19
E01001337,Ealing 029D,297925.00
E01000353,Bexley 011A,297992.23
E01002949,Kingston upon Thames 020D,298052.68
E01002763,Islington 007D,298074.58
E01000640,Brent 024B,298237.14
E01003366,Merton 016A,298331.68
E01002993,Kingston upon Thames 013C,298361.97
E01000257,Barnet 017B,298486.86
E01004447,Waltham Forest 016F,298609.18
E01004231,Tower Hamlets 004D,298612.44
E01003843,Richmond upon Thames 013D,298633.02
E01004203,Tower Hamlets 005C,298820.82
E01004410,Waltham Forest 013B,298917.28
E01033725,Hillingdon 015F,298920.03
E01000184,Barnet 027C,299067.98
E01000675,Bromley 018B,299068.97
E01001244,Ealing 024E,299076.62
E01002288,Havering 025D,299134.30
E01004462,Waltham Forest 011E,299138.96
E01002355,Havering 014E,299224.29
E01003942,Southwark 006D,299282.39
E01003943,Southwark 009C,299282.39
E01001541,Enfield 008D,299347.89
E01003147,Lambeth 034E,299469.66
E01004409,Waltham Forest 016C,299501.58
E01004257,Tower Hamlets 024D,299642.64
E01003025,Lambeth 021E,299830.57
E01002083,Haringey 019A,299887.90
E01004133,Sutton 009E,299908.75
E01004171,Sutton 010A,299914.06
E01003986,Southwark 011A,300097.30
E01002162,Harrow 015C,300178.34
E01000339,Bexley 025A,300184.39
E01003000,Kingston upon Thames 017C,300284.21
E01004135,Sutton 003D,300335.76
E01002362,Havering 022D,300383.35
E01002741,Islington 009B,300493.77
E01002451,Hillingdon 014B,300723.30
E01003740,Redbridge 031D,300821.32
E01001764,Hackney 010A,300855.98
E01002379,Havering 012D,301006.89
E01003692,Redbridge 035C,301015.91
E01002583,Hounslow 013A,301033.81
E01000515,Brent 003A,301035.58
E01001418,Enfield 011C,301182.72
E01003317,Lewisham 020A,301408.13
E01003329,Lewisham 033A,301606.54
E01002216,Harrow 028C,301630.93
E01033081,Hounslow 003F,301849.92
E01003840,Richmond upon Thames 013A,301859.52
E01004219,Tower Hamlets 028B,301995.04
E01001068,Croydon 042A,302087.63
E01002269,Havering 010B,302155.45
E01004067,Southwark 022E,302171.80
E01004351,Waltham Forest 001C,302221.81
E01002028,Haringey 010B,302268.01
E01002518,Hillingdon 022C,302278.96
E01000350,Bexley 021C,302340.46
E01001457,Enfield 010A,302390.47
E01000274,Barnet 011C,302452.73
E01000415,Bexley 016F,302510.45
E01003092,Lambeth 008C,302545.31
E01003285,Lewisham 016C,302559.82
E01001983,Haringey 018D,302606.34
E01000643,Brent 024D,302671.21
E01002948,Kingston upon Thames 020C,302677.50
E01001266,Ealing 006B,302713.01
E01004366,Waltham Forest 019C,302870.01
E01000284,Barnet 012D,302970.15
E01001314,Ealing 002E,302974.46
E01001106,Croydon 039C,303025.22
E01001538,Enfield 009A,303062.14
E01033084,Hounslow 018G,303064.58
E01004004,Southwark 023C,303068.70
E01004031,Southwark 007B,303085.04
E01000620,Brent 020B,303276.39
E01000621,Brent 020C,303276.39
E01002268,Havering 010A,303296.56
E01000827,Bromley 021B,303435.91
E01003975,Southwark 004A,303475.56
E01000712,Bromley 012A,303533.56
E01002531,Hillingdon 029E,303664.84
E01002979,Kingston upon Thames 015C,303676.62
E01000764,Bromley 027B,304082.92
E01003023,Lambeth 021C,304099.52
E01004362,Waltham Forest 021A,304150.00
E01000395,Bexley 018B,304194.83
E01004361,Waltham Forest 005A,304202.94
E01000389,Bexley 020E,304287.51
E01000069,Barking and Dagenham 011C,304387.40
E01002636,Hounslow 010E,304460.01
E01002630,Hounslow 012A,304463.17
E01001420,Enfield 020B,304492.19
E01002169,Harrow 017E,304551.59
E01003201,Lewisham 007B,304619.02
E01002415,Hillingdon 010A,304658.01
E01004287,Tower Hamlets 016B,304705.80
E01003707,Redbridge 008A,304905.35
E01003651,Redbridge 012D,305193.16
E01003675,Redbridge 036A,305244.81
E01001807,Hackney 003D,305299.99
E01000299,Barnet 019A,305357.33
E01001287,Ealing 016F,305496.21
E01004035,Southwark 011D,305568.06
E01001556,Enfield 035E,305573.16
E01004383,Waltham Forest 007D,305643.84
E01001660,Greenwich 029D,305752.82
E01002172,Harrow 033C,305782.64
E01002182,Harrow 020D,305841.13
E01004216,Tower Hamlets 030B,305897.08
E01001278,Ealing 011C,305955.51
E01004483,Wandsworth 026D,305971.39
E01000624,Brent 005D,306013.41
E01003259,Lewisham 028D,306067.49
E01002150,Harrow 006C,306087.06
E01002151,Harrow 006D,306087.06
E01001307,Ealing 002A,306093.49
E01002057,Haringey 032D,306118.82
E01000286,Barnet 007E,306146.77
E01032722,Southwark 012F,306198.70
E01001719,Hackney 007E,306362.05
E01003646,Redbridge 012A,306553.27
E01003172,Lambeth 024B,306574.25
E01002085,Haringey 019C,306630.72
E01000762,Bromley 018D,306638.05
E01001595,Greenwich 012D,306683.21
E01004395,Waltham Forest 018A,306708.52
E01002760,Islington 002E,306716.10
E01000123,Barnet 010D,306819.25
E01032576,Harrow 032E,307037.73
E01002629,Hounslow 011E,307062.50
E01001020,Croydon 044C,307064.09
E01000672,Bromley 011A,307180.19
E01001499,Enfield 031F,307266.58
E01032720,Southwark 009F,307268.96
E01000590,Brent 001C,307785.55
E01001022,Croydon 044E,307811.67
E01002125,Harrow 010B,307833.33
E01002241,Harrow 025D,307852.24
E01001823,Hackney 001D,308100.00
E01000281,Barnet 008D,308169.16
E01003752,Redbridge 023A,308201.62
E01002103,Haringey 008C,308232.07
E01001647,Greenwich 022B,308289.87
E01003061,Lambeth 011F,308335.18
E01002123,Harrow 007E,308361.11
E01000835,Bromley 030B,308414.37
E01003286,Lewisham 013D,308478.54
E01001821,Hackney 024F,308504.76
E01002668,Hounslow 014A,308516.37
E01033573,Barnet 030F,308615.23
E01000646,Bromley 016A,308705.63
E01003051,Lambeth 018C,308738.54
E01003948,Southwark 033D,308840.95
E01001596,Greenwich 032A,308841.79
E01001724,Hackney 006B,309195.16
E01003115,Lambeth 034A,309221.70
E01003247,Lewisham 001C,309363.48
E01001085,Croydon 004A,309398.04
E01001772,Hackney 024A,309440.66
E01001731,Hackney 017A,309755.87
E01002998,Kingston upon Thames 016D,309846.73
E01004193,Sutton 006D,309916.85
E01004100,Sutton 015D,309924.87
E01004513,Wandsworth 018B,309925.02
E01000576,Brent 012C,310064.84
E01002784,Islington 010C,310140.89
E01002166,Harrow 017B,310310.49
E01001708,Greenwich 005C,310350.32
E01003084,Lambeth 030B,310419.67
E01004242,Tower Hamlets 012C,310441.59
E01002136,Harrow 027B,310492.73
E01000363,Bexley 020D,310541.10
E01003994,Southwark 012E,310718.64
E01003081,Lambeth 028C,310718.75
E01001285,Ealing 016D,310820.54
E01004225,Tower Hamlets 004A,310851.78
E01000458,Bexley 027E,310934.26
E01000323,Barnet 019F,311003.00
E01003299,Lewisham 003B,311136.45
E01004313,Tower Hamlets 009B,311236.31
E01002418,Hillingdon 006A,311269.15
E01000784,Bromley 002E,311314.75
E01002088,Haringey 013C,311335.58
E01002089,Haringey 013D,311335.58
E01000687,Bromley 037D,311353.24
E01001347,Ealing 007C,311448.10
E01001493,Enfield 026B,311507.02
E01004635,Wandsworth 028C,311564.07
E01033457,Brent 017G,311565.74
E01033324,Lewisham 008E,311577.49
E01004060,Southwark 008E,311715.67
E01002977,Kingston upon Thames 012B,311728.46
E01003437,Merton 022C,311930.37
E01004378,Waltham Forest 010D,311976.57
E01003829,Richmond upon Thames 020B,312070.96
E01004441,Waltham Forest 024E,312147.53
E01001016,Croydon 041B,312272.77
E01000610,Brent 019A,312344.49
E01002807,Islington 001E,312389.70
E01001407,Enfield 005A,312496.89
E01002927,Kingston upon Thames 008A,312637.92
E01001252,Ealing 030B,312792.03
E01001159,Croydon 002C,312820.32
E01001745,Hackney 016A,312832.14
E01001746,Hackney 016B,312832.14
E01003271,Lewisham 023E,313046.42
E01002469,Hillingdon 010D,313052.48
E01002132,Harrow 029A,313125.03
E01004110,Sutton 016A,313131.04
E01000554,Brent 015B,313191.92
E01001969,Haringey 001A,313202.23
E01003021,Lambeth 021A,313230.18
E01000665,Bromley 033A,313290.03
E01000717,Bromley 011D,313371.16
E01004098,Sutton 015B,313523.13
E01001164,Croydon 001E,313749.40
E01002200,Harrow 010D,313798.29
E01002697,Islington 019B,313941.57
E01000291,Barnet 004E,314090.25
E01004273,Tower Hamlets 014E,314157.96
E01000617,Brent 017C,314209.60
E01003001,Kingston upon Thames 017D,314436.93
E01002436,Hillingdon 004B,314534.88
E01003673,Redbridge 007F,314644.55
E01002625,Hounslow 004B,314666.60
E01002538,Hillingdon 005C,314692.22
E01000169,Barnet 003C,314709.13
E01003152,Lambeth 027E,314730.50
E01033736,Greenwich 004H,314790.88
E01033737,Greenwich 004I,314790.88
E01033726,Greenwich 034E,314820.15
E01002042,Haringey 027A,315050.00
E01001260,Ealing 012B,315227.61
E01000661,Bromley 026A,315260.33
E01001286,Ealing 016E,315290.73
E01000732,Bromley 023D,315442.65
E01001760,Hackney 017C,315442.80
E01003644,Redbridge 017C,315775.59
E01002765,Islington 015D,315877.99
E01001357,Ealing 033D,315886.62
E01001358,Ealing 033E,315886.62
E01001359,Ealing 026A,315886.62
E01004173,Sutton 010C,316482.33
E01000954,Camden 022C,316600.00
E01000955,Camden 022D,316600.00
E01004517,Wandsworth 037A,316656.93
E01000774,Bromley 041D,316834.22
E01003181,Lambeth 007A,316882.70
E01004261,Tower Hamlets 010A,317000.00
E01003660,Redbridge 004D,317018.16
E01000285,Barnet 004A,317029.74
E01002985,Kingston upon Thames 007E,317059.98
E01000917,Camden 027C,317272.93
E01003117,Lambeth 029B,317463.55
E01003906,Richmond upon Thames 010B,317637.94
E01003187,Lambeth 007E,317660.83
E01003002,Kingston upon Thames 016E,317758.75
E01000623,Brent 005C,317763.64
E01002652,Hounslow 021D,318020.24
E01003231,Lewisham 015B,318049.86
E01002133,Harrow 027A,318056.71
E01000322,Barnet 011E,318178.47
E01001156,Croydon 001C,318182.52
E01004101,Sutton 013A,318266.93
E01003964,Southwark 015A,318283.23
E01032639,Southwark 014F,318359.07
E01001125,Croydon 033E,318424.12
E01002976,Kingston upon Thames 015A,318425.07
E01002084,Haringey 019B,318521.02
E01032777,Tower Hamlets 028F,318666.46
E01003969,Southwark 017B,318714.03
E01003398,Merton 007E,318760.31
E01002498,Hillingdon 033C,318853.85
E01001758,Hackney 016D,318866.19
E01000935,Camden 020E,318962.35
E01003750,Redbridge 001G,319004.77
E01000315,Barnet 022F,319100.63
E01004045,Southwark 027A,319125.42
E01000250,Barnet 001C,319241.28
E01003905,Richmond upon Thames 010A,319413.88
E01003003,Kingston upon Thames 017E,319503.68
E01004211,Tower Hamlets 013D,319542.82
E01000752,Bromley 036D,319619.05
E01000509,Brent 014B,319619.05
E01004212,Tower Hamlets 011D,319743.81
E01004214,Tower Hamlets 030A,319743.81
E01032577,Hillingdon 033E,319810.89
E01003155,Lambeth 029E,319853.54
E01001799,Hackney 003A,319981.68
E01000802,Bromley 004B,320070.88
E01001063,Croydon 026B,320150.60
E01002639,Hounslow 012B,320206.67
E01003690,Redbridge 035A,320297.61
E01000211,Barnet 035C,320409.00
E01000824,Bromley 008F,320466.30
E01002751,Islington 005E,320541.26
E01002159,Harrow 021A,320571.68
E01004263,Tower Hamlets 007C,320573.68
E01004264,Tower Hamlets 010C,320573.68
E01003776,Redbridge 014C,320717.93
E01002471,Hillingdon 008E,320730.15
E01033702,Hackney 028C,320757.27
E01004526,Wandsworth 035B,320827.46
E01004284,Tower Hamlets 019A,320879.80
E01002124,Harrow 010A,320950.55
E01001249,Ealing 028A,320965.20
E01000934,Camden 020D,321035.00
E01002472,Hillingdon 002A,321242.86
E01001025,Croydon 043C,321276.54
E01000985,Croydon 021A,321372.25
E01003148,Lambeth 032E,321389.64
E01000746,Bromley 005E,321498.23
E01000589,Brent 001B,321555.16
E01004119,Sutton 009C,321560.14
E01002990,Kingston upon Thames 009D,321698.41
E01002238,Harrow 024B,321736.47
E01004179,Sutton 017E,321983.71
E01004055,Southwark 001E,322000.00
E01004019,Southwark 026C,322129.30
E01002657,Hounslow 018E,322193.64
E01003089,Lambeth 008A,322201.53
E01004385,Waltham Forest 003B,322471.76
E01003308,Lewisham 024B,322491.51
E01002468,Hillingdon 010C,322516.40
E01002121,Harrow 007C,322616.07
E01003654,Redbridge 004A,322751.84
E01002207,Harrow 032C,322867.06
E01002987,Kingston upon Thames 011B,322899.86
E01003044,Lambeth 018B,322989.80
E01033713,Hackney 010G,323116.73
E01003130,Lambeth 026A,323216.90
E01003763,Redbridge 009E,323321.32
E01002122,Harrow 007D,323322.85
E01001137,Croydon 001A,323369.73
E01002161,Harrow 021C,323496.35
E01001268,Ealing 012D,324017.00
E01002618,Hounslow 011A,324132.20
E01004111,Sutton 016B,324169.37
E01000423,Bexley 025C,324416.06
E01004097,Sutton 015A,324531.01
E01002925,Kingston upon Thames 013B,324718.10
E01033485,Brent 031H,324847.57
E01004062,Southwark 025B,324874.72
E01002737,Islington 005D,324955.80
E01001773,Hackney 025E,324970.51
E01004222,Tower Hamlets 001A,325020.69
E01002481,Hillingdon 004E,325047.88
E01002318,Havering 014D,325108.14
E01001776,Hackney 025F,325208.33
E01000940,Camden 024D,325333.33
E01000941,Camden 025C,325333.33
E01000951,Camden 023E,325375.00
E01004468,Waltham Forest 015E,325618.44
E01003397,Merton 007D,325713.08
E01001706,Greenwich 005B,325816.67
E01001206,Ealing 018C,325850.30
E01001974,Haringey 001C,326164.83
E01003307,Lewisham 024A,326218.92
E01000544,Brent 034A,326265.22
E01000811,Bromley 025C,326271.29
E01000641,Brent 024C,326398.00
E01001734,Hackney 017B,326446.31
E01000625,Brent 009E,326607.90
E01003749,Redbridge 001F,326689.36
E01003119,Lambeth 032C,326711.08
E01001501,Enfield 036E,326798.50
E01003141,Lambeth 034B,326896.50
E01000658,Bromley 042A,326926.15
E01003077,Lambeth 014D,327073.51
E01002783,Islington 010B,327116.64
E01000823,Bromley 008E,327233.18
E01002670,Hounslow 020B,327275.99
E01003256,Lewisham 028A,327365.01
E01000445,Bexley 024C,327391.94
E01000194,Barnet 018C,327409.67
E01004440,Waltham Forest 024D,327431.80
E01000755,Bromley 031C,327647.61
E01002354,Havering 012B,327710.61
E01001543,Enfield 009C,327765.19
E01004408,Waltham Forest 016B,327769.17
E01000523,Brent 031A,327958.60
E01003556,Newham 008A,328033.29
E01004204,Tower Hamlets 005D,328043.00
E01001160,Croydon 002D,328084.60
E01000760,Bromley 034B,328088.23
E01002964,Kingston upon Thames 005A,328162.72
E01003697,Redbridge 035H,328237.18
E01003185,Lambeth 007C,328253.48
E01002565,Hounslow 006B,328273.39
E01002753,Islington 002A,328285.27
E01000639,Brent 022C,328369.78
E01001525,Enfield 020E,328375.09
E01003330,Lewisham 033B,328518.38
E01002391,Havering 018E,328523.39
E01004197,Tower Hamlets 002A,328582.72
E01001536,Enfield 008B,328814.28
E01003826,Richmond upon Thames 023E,328814.38
E01004202,Tower Hamlets 005B,328820.05
E01003647,Redbridge 015A,329034.09
E01003764,Redbridge 009F,329424.12
E01000692,Bromley 002D,329461.40
E01004529,Wandsworth 035E,329560.11
E01002210,Harrow 032D,329690.45
E01004301,Tower Hamlets 025B,329741.69
E01002384,Havering 019D,329773.83
E01001494,Enfield 026C,329937.50
E01002464,Hillingdon 011E,330033.54
E01004357,Waltham Forest 001E,330052.14
E01000307,Barnet 039D,330082.20
E01004438,Waltham Forest 024C,330176.90
E01004308,Tower Hamlets 015C,330200.40
E01004208,Tower Hamlets 013C,330262.98
E01001229,Ealing 031A,330546.27
E01002564,Hounslow 003B,330574.56
E01001103,Croydon 039A,330752.36
E01000382,Bexley 027A,330961.05
E01001205,Ealing 018B,330986.15
E01004412,Waltham Forest 015A,331001.48
E01002127,Harrow 023B,331204.21
E01000708,Bromley 041B,331517.07
E01000164,Barnet 022D,331653.63
E01000556,Brent 015D,331737.43
E01004575,Wandsworth 013C,331749.16
E01003076,Lambeth 014C,331750.53
E01000573,Brent 007B,331764.03
E01001123,Croydon 033C,331838.20
E01000223,Barnet 039C,331968.24
E01001070,Croydon 040B,332143.26
E01003037,Lambeth 013A,332307.90
E01000142,Barnet 040B,332348.08
E01001495,Enfield 029A,332453.03
E01003475,Merton 001D,332470.66
E01004296,Tower Hamlets 026D,332514.80
E01001592,Greenwich 014B,332539.28
E01001339,Ealing 029F,332631.25
E01003168,Lambeth 025C,332652.69
E01033738,Greenwich 037D,332789.38
E01003765,Redbridge 009G,332798.71
E01003175,Lambeth 024D,333009.97
E01004275,Tower Hamlets 031B,333042.15
E01002117,Harrow 002D,333153.98
E01001717,Hackney 007C,333413.21
E01002623,Hounslow 011C,333500.00
E01000348,Bexley 020A,333531.44
E01001390,Enfield 036A,333598.10
E01003216,Lewisham 025A,333684.06
E01004567,Wandsworth 002E,333697.69
E01003314,Lewisham 024C,333853.01
E01001496,Enfield 026D,334156.10
E01003272,Lewisham 014A,334412.31
E01001822,Hackney 029C,334493.43
E01001652,Greenwich 019D,334572.89
E01002632,Hounslow 010C,334582.29
E01000813,Bromley 025D,335014.26
E01002047,Haringey 027C,335025.60
E01003279,Lewisham 011D,335036.33
E01033464,Brent 010F,335171.32
E01003680,Redbridge 036F,335213.17
E01000686,Bromley 037C,335231.31
E01000664,Bromley 026D,335476.05
E01003679,Redbridge 036E,335528.02
E01003999,Southwark 014E,335584.42
E01004218,Tower Hamlets 030D,335643.80
E01000277,Barnet 012B,335661.15
E01003085,Lambeth 030C,335697.25
E01004525,Wandsworth 035A,335705.61
E01000252,Barnet 002E,335716.27
E01000678,Bromley 016E,335723.83
E01002659,Hounslow 019E,335804.20
E01003281,Lewisham 016B,335823.75
E01004311,Tower Hamlets 006A,335970.66
E01001716,Hackney 007B,336184.70
E01002778,Islington 012B,336228.82
E01003284,Lewisham 013C,336239.31
E01003787,Redbridge 026D,336448.65
E01004614,Wandsworth 034A,336692.04
E01003232,Lewisham 015C,336704.58
E01001500,Enfield 035D,336741.20
E01000294,Barnet 004F,336841.81
E01032774,Tower Hamlets 032E,336860.44
E01004633,Wandsworth 022D,336899.07
E01001132,Croydon 018D,336985.41
E01004405,Waltham Forest 020B,337074.74
E01002483,Hillingdon 002D,337198.43
E01001157,Croydon 002B,337258.47
E01002963,Kingston upon Thames 007D,337281.35
E01001972,Haringey 004C,337366.45
E01001203,Ealing 025D,337478.72
E01003923,Southwark 017A,337651.24
E01003907,Richmond upon Thames 010C,337655.49
E01002470,Hillingdon 007D,337756.15
E01003188,Lambeth 009E,338031.79
E01001104,Croydon 042D,338038.04
E01000632,Brent 029E,338066.96
E01002087,Haringey 019D,338255.65
E01004064,Southwark 026D,338319.16
E01004319,Tower Hamlets 021A,338343.57
E01002683,Hounslow 014E,338487.01
E01033730,Greenwich 035D,338524.89
E01001774,Hackney 024B,338619.85
E01002167,Harrow 017C,338666.27
E01001973,Haringey 004D,338777.79
E01000588,Brent 002E,338837.30
E01000292,Barnet 001E,339044.83
E01002098,Haringey 007A,339050.51
E01003788,Redbridge 029D,339188.89
E01003105,Lambeth 003B,339308.77
E01004000,Southwark 026A,339483.23
E01002170,Harrow 033A,339569.05
E01001343,Ealing 005C,339839.31
E01002467,Hillingdon 009B,339872.46
E01001875,Hammersmith and Fulham 001B,340075.15
E01004436,Waltham Forest 021B,340100.27
E01001775,Hackney 024C,340161.83
E01003827,Richmond upon Thames 023F,340167.55
E01003099,Lambeth 005B,340173.56
E01003278,Lewisham 011C,340185.99
E01002421,Hillingdon 008D,340186.37
E01003041,Lambeth 017C,340357.36
E01003831,Richmond upon Thames 020D,340527.91
E01000794,Bromley 035E,340575.52
E01002129,Harrow 023C,340763.91
E01003396,Merton 007C,340772.80
E01003091,Lambeth 008B,340839.23
E01004600,Wandsworth 018C,340935.31
E01032783,Tower Hamlets 031G,341022.57
E01000487,Brent 006E,341191.34
E01004601,Wandsworth 018D,341327.47
E01000499,Brent 011B,341350.20
E01000689,Bromley 002A,341447.40
E01002031,Haringey 016D,341471.43
E01002656,Hounslow 019D,341689.95
E01001199,Ealing 021D,341692.19
E01001107,Croydon 035D,341828.63
E01001604,Greenwich 027A,341848.65
E01000310,Barnet 034C,341969.43
E01000175,Barnet 006E,341998.39
E01001770,Hackney 010E,342153.98
E01001419,Enfield 020A,342391.09
E01001308,Ealing 002B,342497.82
E01002658,Hounslow 015D,342600.67
E01001834,Hackney 014E,342626.97
E01001404,Enfield 026A,342669.12
E01002772,Islington 002F,342675.26
E01032770,Tower Hamlets 032B,342706.87
E01003364,Merton 021C,342945.88
E01000809,Bromley 022D,342971.81
E01001069,Croydon 040A,343153.64
E01002572,Hounslow 007B,343254.70
E01002567,Hounslow 006C,343475.56
E01000165,Barnet 022E,343570.95
E01000818,Bromley 040B,343610.78
E01002321,Havering 021B,343815.09
E01000251,Barnet 002D,343838.78
E01003779,Redbridge 014F,343879.35
E01002755,Islington 001A,343969.57
E01002177,Harrow 033H,344076.04
E01033727,Greenwich 035B,344148.06
E01000461,Bexley 024E,344265.83
E01000179,Barnet 029B,344271.31
E01001015,Croydon 041A,344449.53
E01004610,Wandsworth 033C,344465.61
E01001222,Ealing 019A,344539.06
E01002677,Hounslow 015E,344621.89
E01000513,Brent 002A,345009.38
E01000803,Bromley 004C,345029.46
E01004056,Southwark 008A,345321.69
E01002416,Hillingdon 008A,345389.85
E01004675,Westminster 005B,345418.26
E01003164,Lambeth 025A,345489.66
E01001860,Hammersmith and Fulham 006B,345503.62
E01003652,Redbridge 015C,345533.33
E01002201,Harrow 012D,345555.22
E01000710,Bromley 006B,345598.89
E01003655,Redbridge 004B,345601.54
E01000949,Camden 023C,345683.33
E01004051,Southwark 027E,346007.81
E01003262,Lewisham 021E,346094.65
E01003111,Lambeth 002D,346100.00
E01000516,Brent 002C,346173.61
E01004105,Sutton 022C,346255.66
E01000950,Camden 023D,346333.33
E01001798,Hackney 028A,346420.58
E01000502,Brent 011D,346536.48
E01003277,Lewisham 011B,346537.05
E01000517,Brent 003B,346664.63
E01002967,Kingston upon Thames 009B,346785.22
E01033574,Newham 034F,346861.28
E01004029,Southwark 001A,346882.39
E01000831,Bromley 021D,347013.46
E01004016,Southwark 029B,347027.58
E01003101,Lambeth 003A,347047.44
E01003938,Southwark 006A,347151.84
E01000777,Bromley 024D,347358.02
E01000173,Barnet 006C,347388.44
E01001412,Enfield 004C,347527.83
E01003446,Merton 016C,347573.38
E01002154,Harrow 015A,347631.77
E01000768,Bromley 034E,347788.05
E01004318,Tower Hamlets 006D,347908.31
E01000651,Bromley 020A,347980.47
E01000425,Bexley 025D,348263.99
E01001590,Greenwich 014A,348300.66
E01001135,Croydon 025D,348320.03
E01003818,Richmond upon Thames 017A,348408.11
E01000901,Camden 007D,348523.81
E01004538,Wandsworth 007C,348544.01
E01000703,Bromley 013C,348590.17
E01000642,Brent 022D,348789.52
E01004108,Sutton 024C,349068.22
E01003555,Newham 007B,349129.17
E01004121,Sutton 006B,349185.99
E01002178,Harrow 033I,349232.12
E01001473,Enfield 013C,349268.85
E01004043,Southwark 010E,349344.50
E01000518,Brent 005A,349375.00
E01000302,Barnet 019C,349611.02
E01002971,Kingston upon Thames 005C,349760.11
E01000786,Bromley 032A,350174.83
E01002229,Harrow 003C,350199.97
E01004290,Tower Hamlets 016D,350318.84
E01003455,Merton 005E,350558.46
E01001784,Hackney 027E,350625.25
E01001290,Ealing 022D,350713.37
E01002106,Harrow 008A,351038.76
E01003371,Merton 005D,351192.75
E01004059,Southwark 008D,351616.29
E01003257,Lewisham 028B,351766.01
E01000574,Brent 007C,351799.31
E01032785,Tower Hamlets 010E,352198.69
E01001455,Enfield 021F,352203.44
E01001451,Enfield 017A,352314.77
E01004377,Waltham Forest 010C,352360.86
E01000481,Brent 009B,352393.03
E01003020,Lambeth 016A,352430.17
E01000235,Barnet 021E,352442.61
E01000187,Barnet 014B,352478.47
E01000828,Bromley 011E,352479.92
E01002044,Haringey 027B,352652.90
E01003273,Lewisham 011A,352918.83
E01001588,Greenwich 012A,352925.30
E01000118,Barnet 010B,353051.37
E01004323,Tower Hamlets 017B,353078.01
E01003149,Lambeth 030D,353140.25
E01033569,Kingston upon Thames 004G,353172.11
E01003361,Merton 015A,353200.77
E01000167,Barnet 002A,353450.15
E01001570,Enfield 026E,353707.09
E01003316,Lewisham 024E,353718.27
E01004360,Waltham Forest 004B,353740.38
E01000170,Barnet 006A,353845.87
E01003171,Lambeth 020B,353898.33
E01004465,Waltham Forest 015B,353936.85
E01001498,Enfield 029B,354153.17
E01003470,Merton 020E,354199.80
E01000986,Croydon 021B,354275.11
E01000539,Brent 004C,354357.06
E01003774,Redbridge 014A,354390.47
E01004102,Sutton 015E,354411.40
E01000930,Camden 020B,354626.79
E01002111,Harrow 008E,354643.62
E01002708,Islington 015A,354681.49
E01001777,Hackney 027B,354751.75
E01002030,Haringey 016C,354754.79
E01003682,Redbridge 036H,355296.15
E01000684,Bromley 035D,355299.46
E01002474,Hillingdon 002B,355403.20
E01000568,Brent 008D,355405.68
E01001398,Enfield 021A,355407.61
E01001399,Enfield 021B,355561.34
E01004530,Wandsworth 035F,355589.96
E01004519,Wandsworth 036C,355994.74
E01001722,Hackney 029A,356008.52
E01001893,Hammersmith and Fulham 013A,356050.00
E01000812,Bromley 028D,356180.82
E01004634,Wandsworth 028B,356245.37
E01003133,Lambeth 027C,356359.47
E01002334,Havering 008B,356398.45
E01002142,Harrow 005C,356573.12
E01001129,Croydon 026D,356591.78
E01004022,Southwark 004C,356689.52
E01001826,Hackney 004E,356694.44
E01000158,Barnet 015A,356852.97
E01002653,Hounslow 019A,356925.30
E01001820,Hackney 024E,356970.61
E01000268,Barnet 005B,357059.79
E01002239,Harrow 025C,357149.85
E01033492,Islington 011I,357303.22
E01000592,Brent 001D,357383.33
E01000247,Barnet 002C,357388.20
E01004494,Wandsworth 018A,357433.41
E01001284,Ealing 022A,357515.70
E01004028,Southwark 004E,357630.35
E01004722,Westminster 004E,357925.01
E01001995,Haringey 017D,357932.03
E01001196,Ealing 015A,357981.20
E01004613,Wandsworth 033D,358001.15
E01000147,Barnet 030A,358017.11
E01004466,Waltham Forest 015C,358107.27
E01002992,Kingston upon Thames 010D,358582.58
E01002767,Islington 011D,358614.85
E01032773,Tower Hamlets 032D,359191.53
E01000566,Brent 008C,359248.61
E01003343,Lewisham 006E,359310.35
E01003339,Lewisham 006B,359383.60
E01000227,Barnet 018E,359400.53
E01004631,Wandsworth 022C,359518.05
E01000551,Brent 034C,359852.95
E01000557,Brent 015E,360156.06
E01001301,Ealing 039B,360265.28
E01000889,Camden 007A,360322.15
E01000890,Camden 007B,360322.15
E01004531,Wandsworth 033A,360421.83
E01003212,Lewisham 005D,360428.63
E01002253,Havering 019A,360676.93
E01004276,Tower Hamlets 031C,360678.29
E01003903,Richmond upon Thames 015F,360877.90
E01001275,Ealing 020H,361115.40
E01004122,Sutton 008B,361270.50
E01003648,Redbridge 012B,361337.04
E01001830,Hackney 014C,361432.68
E01003122,Lambeth 004D,361487.07
E01000306,Barnet 036C,361496.25
E01004254,Tower Hamlets 023B,361720.81
E01004117,Sutton 006A,361878.14
E01003960,Southwark 012A,362016.53
E01000552,Brent 034D,362038.39
E01000296,Barnet 023C,362090.48
E01000991,Croydon 018B,362260.75
E01032778,Tower Hamlets 028G,362290.73
E01003227,Lewisham 019B,362325.35
E01001017,Croydon 043A,362337.45
E01003276,Lewisham 014D,362386.27
E01002460,Hillingdon 011C,362449.12
E01000761,Bromley 034C,362479.56
E01003225,Lewisham 015A,362520.56
E01003233,Lewisham 015D,362645.89
E01001019,Croydon 044B,362787.09
E01000959,Camden 019E,362854.57
E01000587,Brent 001A,362974.04
E01004058,Southwark 008C,363027.24
E01003668,Redbridge 007A,363114.82
